Sentence #	Word	POS	Tag
243	for	IN	O
243	molecular	NN	O
243	oxygen	NN	O
243	and	CC	O
243	a	DT	O
243	reduced	VBN	O
243	flavin	NN	O
243	indicates	NNS	O
243	that	IN	O
243	the	DT	O
243	n-hydroxylase	NN	O
243	is	VBZ	O
243	a	DT	O
243	flavin	NN	O
243	monooxygenase	NN	B-ENZ
243	and	CC	O
243	that	IN	O
243	the	DT	O
243	mechanism	NN	O
243	for	IN	O
243	the	DT	O
243	hydroxylation	NN	O
243	is	VBZ	O
243	likely	JJ	O
243	to	TO	O
243	proceed	NN	O
243	via	IN	O
243	the	DT	O
243	formation	NN	O
243	of	IN	O
243	a	DT	O
243	flavin	NN	O
243	4a-hydroperoxide	JJ	O
243	.	.	O
243	'	''	O
244	the	DT	O
244	results	NNS	O
244	indicated	VBN	O
244	that	IN	O
244	2-mn	JJ	O
244	induces	NNS	O
244	pulmonary	JJ	O
244	alveolar	NN	O
244	proteinosis	NN	O
244	but	CC	O
244	does	VBZ	O
244	not	RB	O
244	possess	NN	O
244	unequivocal	JJ	O
244	carcinogenic	NN	O
244	potential	JJ	O
244	in	IN	O
244	b6c3f1	NN	O
244	mice.a	NN	O
244	recombinant	NN	O
244	escherichia	NN	O
244	coli	NNS	O
244	strain	NN	O
244	which	WDT	O
244	expresses	NNS	O
244	naphthalene	NN	B-ENZ
244	dioxygenase	NN	I-ENZ
244	(	(	O
244	ndo	NN	O
244	)	)	O
244	from	IN	O
244	pseudomonas	NNS	O
244	sp	NN	O
244	.	.	O
244	'	''	O
245	was	VBD	O
245	attacked	VBN	O
245	by	IN	O
245	a	DT	O
245	chlorobenzene	NN	O
245	dioxygenase	NN	B-ENZ
245	and	CC	O
245	the	DT	O
245	intermediate	NN	O
245	chlorocatechol	NN	O
245	was	VBD	O
245	metabolized	VBN	O
245	by	IN	O
245	the	DT	O
245	modified	VBN	O
245	ortho	NN	O
245	pathway	NN	O
245	.	.	O
245	'	''	O
246	furthermore	RB	O
246	did	VBD	O
246	not	RB	O
246	induce	NN	O
246	chlorocatechol	NN	O
246	activity	NN	O
246	of	IN	O
246	the	DT	O
246	organism	NN	O
246	.	.	O
246	'	''	O
247	chlorobenzene	NN	O
247	however	RB	O
247	induced	JJ	O
247	chlorocatechol	NN	O
247	dienelactone	NN	O
247	hydrolase	NN	O
247	and	CC	O
247	maleylacetate	NN	O
247	reductase	NN	O
247	activities	NNS	O
247	.	.	O
247	'	''	O
248	as	IN	O
248	demonstrated	VBN	O
248	by	IN	O
248	chloride	NN	O
248	release	NN	O
248	also	RB	O
248	chlorobenzene	NN	O
248	dioxygenase	NN	B-ENZ
248	chlorobenzene	NN	O
248	cis-dihydrodiol	NN	O
248	dehydrogenase	NN	O
248	and	CC	O
248	chloromuconate	NN	O
248	cycloisomerase	NN	O
248	activities	NNS	O
248	were	VBD	O
248	present	NN	O
248	in	IN	O
248	chlorobenzene-induced	JJ	O
248	cells	NNS	O
248	but	CC	O
248	chlorobenzene	NN	O
248	failed	VBD	O
248	to	TO	O
248	support	NN	O
248	growth	NN	O
248	.	.	O
248	'	''	O
249	thus	RB	O
249	cymaa	NN	O
249	and	CC	O
249	cymab	NN	O
249	encode	NN	O
249	the	DT	O
249	two	CD	O
249	components	NNS	O
249	of	IN	O
249	p-cymene	NN	O
249	monooxygenase	NN	B-ENZ
249	a	DT	O
249	hydroxylase	NN	O
249	and	CC	O
249	a	DT	O
249	reductase	NN	O
249	respectively	RB	O
249	;	:	O
249	cymb	NN	O
249	encodes	NNS	O
249	p-cumic	JJ	O
249	alcohol	NN	B-ENZ
249	dehydrogenase	NN	I-ENZ
249	;	:	O
249	cymc	NN	O
249	encodes	NNS	O
249	p-cumic	JJ	O
249	aldehyde	NN	B-ENZ
249	dehydrogenase	NN	I-ENZ
249	;	:	O
249	cymd	NN	O
249	encodes	NNS	O
249	a	DT	O
249	putative	NN	O
249	outer	NN	O
249	membrane	NN	O
249	protein	NN	O
249	related	JJ	O
249	to	TO	O
249	gene	NN	O
249	products	NNS	O
249	of	IN	O
249	other	JJ	O
249	aromatic	JJ	O
249	hydrocarbon	NN	O
249	catabolic	NN	O
249	operons	NNS	O
249	but	CC	O
249	having	VBG	O
249	an	DT	O
249	unknown	JJ	O
249	function	NN	O
249	in	IN	O
249	p-cymene	NN	O
249	catabolism	NN	O
249	;	:	O
249	and	CC	O
249	cyme	NN	O
249	encodes	NNS	O
249	an	DT	O
249	acetyl	NN	O
249	coenzyme	NN	O
249	a	DT	O
249	synthetase	NN	O
249	whose	WP$	O
249	role	NN	O
249	in	IN	O
249	this	DT	O
249	pathway	NN	O
249	is	VBZ	O
249	also	RB	O
249	unknown	JJ	O
249	.	.	O
249	'	''	O
250	amino	NN	O
250	acid	NN	O
250	sequence	NN	O
250	similarity	NN	O
250	of	IN	O
250	the	DT	O
250	epoxide	NN	O
250	hydrolase	NN	O
250	with	IN	O
250	eukaryotic	JJ	O
250	epoxide	NN	O
250	hydrolases	NNS	O
250	haloalkane	NN	O
250	dehalogenase	NN	B-ENZ
250	from	IN	O
250	xanthobacter	NN	O
250	autotrophicus	NN	O
250	gj10	NN	O
250	and	CC	O
250	bromoperoxidase	NN	O
250	a2	NN	O
250	from	IN	O
250	streptomyces	NNS	O
250	aureofaciens	NNS	O
250	indicated	VBN	O
250	that	IN	O
250	it	PRP	O
250	belonged	VBN	O
250	to	TO	O
250	the	DT	O
250	alpha/beta-hydrolase	NN	O
250	fold	NN	O
250	family	NN	O
250	.	.	O
250	'	''	O
251	this	DT	O
251	unique	NN	O
251	extradiol	NN	O
251	dioxygenase	NN	B-ENZ
251	carb	NN	O
251	had	VBD	O
251	significantly	RB	O
251	higher	JJR	O
251	affinity	NN	O
251	and	CC	O
251	about	IN	O
251	20-times-higher	JJ	O
251	meta-cleavage	NN	O
251	activity	NN	O
251	for	IN	O
251	than	IN	O
251	for	IN	O
251	catechol	NN	O
251	derivatives	NNS	O
251	.	.	O
251	'	''	O
252	bunz	NN	O
252	and	CC	O
252	cook	NN	O
252	have	VB	O
252	reported	VBD	O
252	the	DT	O
252	purification	NN	O
252	and	CC	O
252	characterization	NN	O
252	of	IN	O
252	this	DT	O
252	dioxin	NN	O
252	dioxygenase	NN	B-ENZ
252	and	CC	O
252	a	DT	O
252	ferredoxin	NN	O
252	able	JJ	O
252	to	TO	O
252	transfer	NN	O
252	electrons	NNS	O
252	to	TO	O
252	the	DT	O
252	dioxygenase	NN	B-ENZ
252	.	.	O
252	'	''	O
253	rw1	NN	O
253	does	VBZ	O
253	not	RB	O
253	appear	VB	O
253	to	TO	O
253	be	VB	O
253	directly	RB	O
253	linked	VBN	O
253	with	IN	O
253	the	DT	O
253	dioxin	NN	O
253	dioxygenase	NN	B-ENZ
253	genes	NNS	O
253	.	.	O
253	'	''	O
254	thus	RB	O
254	this	DT	O
254	report	NN	O
254	provides	VBZ	O
254	clear	JJ	O
254	evidence	NN	O
254	that	IN	O
254	a	DT	O
254	putidaredoxin-type	NN	O
254	ferredoxin	NN	O
254	namely	RB	O
254	fdx1	NN	O
254	is	VBZ	O
254	able	JJ	O
254	to	TO	O
254	transfer	NN	O
254	electrons	NNS	O
254	to	TO	O
254	the	DT	O
254	dioxin	NN	O
254	dioxygenase	NN	B-ENZ
254	of	IN	O
254	sphingomonas	NNS	O
254	sp	NN	O
254	.	.	O
254	'	''	O
255	in	IN	O
255	this	DT	O
255	study	NN	O
255	the	DT	O
255	third	JJ	O
255	gene	NN	O
255	in	IN	O
255	the	DT	O
255	atrazine	NN	O
255	catabolic	NN	O
255	pathway	NN	O
255	atzC	NN	B-GENE
255	was	VBD	O
255	cloned	VBN	O
255	from	IN	O
255	a	DT	O
255	pseudomonas	NNS	O
255	sp	NN	O
255	.	.	O
255	'	''	O
256	the	DT	O
256	atzC	NN	B-GENE
256	gene	NN	O
256	was	VBD	O
256	further	RB	O
256	delimited	VBN	O
256	by	IN	O
256	functional	JJ	O
256	analysis	NN	O
256	following	VBG	O
256	transposon	NN	O
256	tn5	NN	O
256	mutagenesis	NN	O
256	and	CC	O
256	subcloned	VBN	O
256	as	IN	O
256	a	DT	O
256	2.0-kb	JJ	O
256	ecori-avai	NN	O
256	fragment	NN	O
256	.	.	O
256	'	''	O
257	atzc	NN	O
257	showed	VBD	O
257	modest	JJ	O
257	sequence	NN	O
257	identity	NN	O
257	of	IN	O
257	29	CD	O
257	and	CC	O
257	25	CD	O
257	%	NN	O
257	respectively	RB	O
257	to	TO	O
257	cytosine	NN	O
257	deaminase	NN	O
257	and	CC	O
257	dihydroorotase	NN	O
257	both	DT	O
257	members	NNS	O
257	of	IN	O
257	an	DT	O
257	amidohydrolase	NN	B-ENZ
257	protein	NN	O
257	superfamily	RB	O
257	.	.	O
257	'	''	O
258	atzc	NN	O
258	is	VBZ	O
258	thus	RB	O
258	assigned	VBN	O
258	to	TO	O
258	the	DT	O
258	amidohydrolase	NN	B-ENZ
258	protein	NN	O
258	family	NN	O
258	that	IN	O
258	includes	VBZ	O
258	cytosine	NN	O
258	deaminase	NN	O
258	urease	NN	B-ENZ
258	adenine	NN	O
258	deaminase	NN	O
258	and	CC	O
258	phosphotriester	NN	O
258	hydrolase	NN	O
258	.	.	O
258	'	''	O
259	similar	JJ	O
259	sequence	NN	O
259	comparisons	NNS	O
259	of	IN	O
259	the	DT	O
259	most	JJS	O
259	highly	RB	O
259	conserved	VBN	O
259	regions	NNS	O
259	indicated	VBN	O
259	that	IN	O
259	the	DT	O
259	atza	NN	O
259	and	CC	O
259	atzb	NN	O
259	proteins	NNS	O
259	also	RB	O
259	belong	NN	O
259	to	TO	O
259	the	DT	O
259	same	JJ	O
259	amidohydrolase	NN	B-ENZ
259	family	NN	O
259	.	.	O
259	'	''	O
260	this	DT	O
260	indicates	NNS	O
260	that	IN	O
260	the	DT	O
260	oxygen	NN	O
260	atom	NN	O
260	of	IN	O
260	acetone	NN	O
260	was	VBD	O
260	derived	VBN	O
260	from	IN	O
260	molecular	NN	O
260	oxygen	NN	O
260	not	RB	O
260	from	IN	O
260	water	NN	O
260	;	:	O
260	hence	NN	O
260	the	DT	O
260	enzyme	NN	O
260	is	VBZ	O
260	an	DT	O
260	oxygenase	NN	B-ENZ
260	.	.	O
260	'	''	O
261	the	DT	O
261	reaction	NN	O
261	stoichiometry	NN	O
261	was	VBD	O
261	2ch3ch	CD	O
261	(	(	O
261	no2	NN	O
261	)	)	O
261	ch3	NN	O
261	+	NN	O
261	o2	NN	O
261	--	:	O
261	>	NN	O
261	2ch3coch3	CD	O
261	+	NN	O
261	2hno2	CD	O
261	which	WDT	O
261	is	VBZ	O
261	identical	JJ	O
261	to	TO	O
261	that	IN	O
261	of	IN	O
261	the	DT	O
261	reaction	NN	O
261	of	IN	O
261	2-nitropropane	JJ	O
261	dioxygenase	NN	B-ENZ
261	from	IN	O
261	hansenula	NN	O
261	mrakii	NN	O
261	.	.	O
261	'	''	O
262	tungstate	NN	O
262	a	DT	O
262	specific	JJ	O
262	antagonist	NN	O
262	of	IN	O
262	molybdate	NN	O
262	inhibited	VBN	O
262	growth	NN	O
262	on	IN	O
262	thiophene-2-carboxylate	NN	O
262	at	IN	O
262	concentrations	NNS	O
262	>	NN	O
262	10	CD	O
262	(	(	O
262	-7	NN	O
262	)	)	O
262	m.	NNP	O
262	three	CD	O
262	inducible	JJ	O
262	enzymes	NNS	O
262	involved	VBN	O
262	in	IN	O
262	the	DT	O
262	metabolism	NN	O
262	of	IN	O
262	thiophene-2-carboxylate	NN	O
262	were	VBD	O
262	detected	VBN	O
262	:	:	O
262	an	DT	O
262	atp-	JJ	O
262	coa-	NN	O
262	thiophene-2-carboxylate-	NN	O
262	and	CC	O
262	mg2+-dependent	NN	O
262	thiophene-2-carboxyl-coa	NN	O
262	ligase	NN	O
262	(	(	O
262	amp-forming	NN	O
262	)	)	O
262	a	DT	O
262	molybdenum-containing	NN	O
262	thiophene-2-carboxyl-coa	NN	O
262	dehydrogenase	NN	O
262	and	CC	O
262	a	DT	O
262	thiophene-2-carboxyl-coa	NN	O
262	thioesterase	NN	B-ENZ
262	.	.	O
262	'	''	O
263	limited	JJ	O
263	degradation	NN	O
263	of	IN	O
263	acenaphthene	NN	O
263	could	MD	O
263	be	VB	O
263	attributed	VBN	O
263	to	TO	O
263	its	PRP$	O
263	oxidation	NN	O
263	by	IN	O
263	naphthalene	NN	O
263	or	CC	O
263	related	JJ	O
263	dioxygenases	NNS	O
263	indicative	JJ	O
263	of	IN	O
263	certain	JJ	O
263	limitations	NNS	O
263	of	IN	O
263	the	DT	O
263	undefined	JJ	O
263	mixed	JJ	O
263	culture	NN	O
263	with	IN	O
263	respect	NN	O
263	to	TO	O
263	acenaphthene	NN	O
263	catabolism	NN	O
263	.	.	O
263	'	''	O
264	sequence	NN	O
264	comparisons	NNS	O
264	revealed	VBD	O
264	that	IN	O
264	while	IN	O
264	hcaa1a2cd	NN	O
264	genes	NNS	O
264	encode	NN	O
264	the	DT	O
264	four	CD	O
264	subunits	NNS	O
264	of	IN	O
264	the	DT	O
264	3-phenylpropionate	JJ	O
264	dioxygenase	NN	B-ENZ
264	the	DT	O
264	hcab	NN	O
264	gene	NN	O
264	codes	NNS	O
264	for	IN	O
264	the	DT	O
264	corresponding	VBG	O
264	cis-dihydrodiol	NN	O
264	dehydrogenase	NN	O
264	.	.	O
264	'	''	O
265	neither	CC	O
265	monooxygenase	NN	B-ENZ
265	has	VBZ	O
265	a	DT	O
265	tightly	RB	O
265	bound	NN	O
265	cofactor	NN	O
265	and	CC	O
265	each	DT	O
265	requires	VBZ	O
265	an	DT	O
265	nadh-fmn	NN	O
265	oxidoreductase	NN	O
265	for	IN	O
265	activity	NN	O
265	.	.	O
265	'	''	O
266	the	DT	O
266	strain	NN	O
266	metabolized	VBN	O
266	the	DT	O
266	aldoxime	NN	O
266	as	IN	O
266	follows	VBZ	O
266	:	:	O
266	e-pyridine-3-aldoxime	NN	O
266	was	VBD	O
266	dehydrated	VBN	O
266	to	TO	O
266	form	NN	O
266	3-cyanopyridine	JJ	O
266	which	WDT	O
266	was	VBD	O
266	converted	VBN	O
266	to	TO	O
266	nicotinamide	RB	O
266	by	IN	O
266	a	DT	O
266	nitrile	NN	B-ENZ
266	hydratase	NN	I-ENZ
266	and	CC	O
266	the	DT	O
266	nicotinamide	RB	O
266	was	VBD	O
266	successively	RB	O
266	hydrolyzed	VBN	O
266	to	TO	O
266	nicotinic	JJ	O
266	acid	NN	O
266	by	IN	O
266	an	DT	O
266	amidase.enterobacter	NN	O
266	cloacae	NN	O
266	pb2	NN	O
266	was	VBD	O
266	originally	RB	O
266	isolated	JJ	O
266	on	IN	O
266	the	DT	O
266	basis	NN	O
266	of	IN	O
266	its	PRP$	O
266	ability	NN	O
266	to	TO	O
266	utilize	VB	O
266	nitrate	NN	O
266	esters	NNS	O
266	such	JJ	O
266	as	IN	O
266	pentaerythritol	NN	O
266	tetranitrate	NN	O
266	(	(	O
266	petn	NN	O
266	)	)	O
266	and	CC	O
266	glycerol	NN	O
266	trinitrate	NN	O
266	as	IN	O
266	the	DT	O
266	sole	NN	O
266	nitrogen	NN	O
266	source	NN	O
266	for	IN	O
266	growth	NN	O
266	.	.	O
266	'	''	O
267	this	DT	O
267	organism	NN	O
267	produced	VBN	O
267	at	IN	O
267	least	JJS	O
267	three	CD	O
267	different	JJ	O
267	dehalogenases	NNS	O
267	:	:	O
267	a	DT	O
267	hydrolytic	JJ	O
267	haloalkane	NN	O
267	dehalogenase	NN	B-ENZ
267	specific	JJ	O
267	for	IN	O
267	haloalkanes	NNS	O
267	and	CC	O
267	two	CD	O
267	3-chloroacrylic	JJ	O
267	acid	NN	O
267	dehalogenases	NNS	O
267	one	CD	O
267	specific	JJ	O
267	for	IN	O
267	cis-3-chloroacrylic	JJ	O
267	acid	NN	O
267	and	CC	O
267	the	DT	O
267	other	JJ	O
267	specific	JJ	O
267	for	IN	O
267	trans-3-chloroacrylic	JJ	O
267	acid	NN	O
267	.	.	O
267	'	''	O
268	the	DT	O
268	haloalkane	NN	O
268	dehalogenase	NN	B-ENZ
268	and	CC	O
268	the	DT	O
268	trans-3-chloroacrylic	JJ	O
268	acid	NN	O
268	dehalogenase	NN	B-ENZ
268	were	VBD	O
268	expressed	VBN	O
268	constitutively	RB	O
268	whereas	NNS	O
268	the	DT	O
268	cis-3-chloroacrylic	JJ	O
268	acid	NN	O
268	dehalogenase	NN	B-ENZ
268	was	VBD	O
268	inducible	JJ	O
268	.	.	O
268	'	''	O
269	the	DT	O
269	haloalkane	NN	O
269	dehalogenase	NN	B-ENZ
269	gene	NN	O
269	which	WDT	O
269	is	VBZ	O
269	involved	VBN	O
269	in	IN	O
269	the	DT	O
269	conversion	NN	O
269	of	IN	O
269	to	TO	O
269	3-chloroallyl	JJ	O
269	alcohol	NN	O
269	was	VBD	O
269	cloned	VBN	O
269	and	CC	O
269	sequenced	VBN	O
269	and	CC	O
269	this	DT	O
269	gene	NN	O
269	turned	VBD	O
269	out	IN	O
269	to	TO	O
269	be	VB	O
269	identical	JJ	O
269	to	TO	O
269	the	DT	O
269	previously	RB	O
269	studied	VBN	O
269	dhaa	NN	O
269	gene	NN	O
269	of	IN	O
269	the	DT	O
269	gram-positive	JJ	O
269	bacterium	NN	O
269	rhodococcus	NN	O
269	rhodochrous	JJ	O
269	ncimb13064	NN	O
269	.	.	O
269	'	''	O
270	mutants	NNS	O
270	resistant	NN	O
270	to	TO	O
270	the	DT	O
270	suicide	NN	O
270	substrate	NN	O
270	lacked	VBN	O
270	haloalkane	NN	O
270	dehalogenase	NN	B-ENZ
270	activity	NN	O
270	and	CC	O
270	therefore	RB	O
270	could	MD	O
270	not	RB	O
270	utilize	VB	O
270	haloalkanes	NNS	O
270	for	IN	O
270	growth	NN	O
270	.	.	O
270	'	''	O
271	the	DT	O
271	transient	NN	O
271	excretion	NN	O
271	of	IN	O
271	tetrachlorocatechol	NN	O
271	in	IN	O
271	the	DT	O
271	early	RB	O
271	growth	NN	O
271	phase	NN	O
271	suggests	NNS	O
271	an	DT	O
271	initial	JJ	O
271	attack	NN	O
271	by	IN	O
271	a	DT	O
271	dioxygenase	NN	B-ENZ
271	to	TO	O
271	form	NN	O
271	the	DT	O
271	corresponding	VBG	O
271	dihydrodiol	NN	O
271	which	WDT	O
271	rearomatizes	NNS	O
271	to	TO	O
271	the	DT	O
271	catechol	NN	O
271	.	.	O
271	'	''	O
272	the	DT	O
272	activity	NN	O
272	of	IN	O
272	chlorocatechol	NN	O
272	in	IN	O
272	crude	NN	O
272	cell	NN	O
272	extracts	NNS	O
272	was	VBD	O
272	found	NN	O
272	to	TO	O
272	be	VB	O
272	extraordinarily	RB	O
272	high	JJ	O
272	towards	NNS	O
272	3-chlorocatechol	JJ	O
272	(	(	O
272	ratio	NN	O
272	of	IN	O
272	2.6	CD	O
272	compared	VBN	O
272	to	TO	O
272	catechol	NN	O
272	)	)	O
272	and	CC	O
272	other	JJ	O
272	chlorocatechols	NNS	O
272	including	VBG	O
272	tetrachlorocatechol	NN	O
272	which	WDT	O
272	was	VBD	O
272	transformed	VBN	O
272	at	IN	O
272	a	DT	O
272	low	JJ	O
272	but	CC	O
272	significant	JJ	O
272	rate	NN	O
272	.	.	O
272	'	''	O
273	in	IN	O
273	both	DT	O
273	cases	NNS	O
273	the	DT	O
273	activity	NN	O
273	of	IN	O
273	an	DT	O
273	inh	NN	O
273	amidase	NN	B-ENZ
273	is	VBZ	O
273	required	VBN	O
273	to	TO	O
273	hydrolyze	NN	O
273	an	DT	O
273	amide	NN	O
273	bond	NN	O
273	.	.	O
273	'	''	O
274	in	IN	O
274	the	DT	O
274	present	NN	O
274	study	NN	O
274	using	VBG	O
274	a	DT	O
274	model	NN	O
274	of	IN	O
274	inh-induced	JJ	O
274	hepatotoxicity	NN	O
274	in	IN	O
274	rabbits	NNS	O
274	pretreatment	NN	O
274	of	IN	O
274	rabbits	NNS	O
274	with	IN	O
274	the	DT	O
274	amidase	NN	B-ENZ
274	inhibitor	NN	O
274	bis-p-nitrophenyl	NN	O
274	phosphate	NN	O
274	30	CD	O
274	min	NN	O
274	before	IN	O
274	injection	NN	O
274	of	IN	O
274	inh	NN	O
274	inhibited	VBN	O
274	the	DT	O
274	formation	NN	O
274	of	IN	O
274	inh-derived	JJ	O
274	hydrazine	NN	O
274	and	CC	O
274	decreased	VBN	O
274	measures	NNS	O
274	of	IN	O
274	hepatocellular	NN	O
274	damage	NN	O
274	hepatic	JJ	O
274	triglyceride	NN	O
274	accumulation	NN	O
274	and	CC	O
274	hypertriglyceridemia	NN	O
274	.	.	O
274	'	''	O
275	in	IN	O
275	conclusion	NN	O
275	this	DT	O
275	study	NN	O
275	demonstrates	NNS	O
275	the	DT	O
275	importance	NN	O
275	of	IN	O
275	amidase	NN	B-ENZ
275	activity	NN	O
275	in	IN	O
275	this	DT	O
275	rabbit	NN	O
275	model	NN	O
275	of	IN	O
275	hepatotoxicity	NN	O
275	and	CC	O
275	provides	VBZ	O
275	additional	JJ	O
275	evidence	NN	O
275	in	IN	O
275	support	NN	O
275	of	IN	O
275	the	DT	O
275	role	NN	O
275	of	IN	O
275	hydrazine	NN	O
275	in	IN	O
275	the	DT	O
275	mechanism	NN	O
275	of	IN	O
275	inh-induced	JJ	O
275	(	(	O
275	picric	NN	O
275	acid	NN	O
275	)	)	O
275	and	CC	O
275	were	VBD	O
275	readily	RB	O
275	biodegraded	VBN	O
275	by	IN	O
275	the	DT	O
275	strain	NN	O
275	nocardioides	NNS	O
275	simplex	NN	O
275	fj2-1a	NN	O
275	.	.	O
275	'	''	O
276	in	IN	O
276	the	DT	O
276	presence	NN	O
276	of	IN	O
276	coenzyme	NN	O
276	a	DT	O
276	and	CC	O
276	atp	NN	O
276	this	DT	O
276	acid	NN	O
276	is	VBZ	O
276	converted	VBN	O
276	further	RB	O
276	and	CC	O
276	this	DT	O
276	finding	VBG	O
276	together	RB	O
276	with	IN	O
276	the	DT	O
276	high	JJ	O
276	levels	NNS	O
276	of	IN	O
276	isocitrate	NN	B-ENZ
276	lyase	NN	I-ENZ
276	activity	NN	O
276	in	IN	O
276	extracts	NNS	O
276	of	IN	O
276	limonene-grown	JJ	O
276	cells	NNS	O
276	suggests	NNS	O
276	that	IN	O
276	further	RB	O
276	degradation	NN	O
276	takes	VBZ	O
276	place	NN	O
276	via	IN	O
276	the	DT	O
276	beta-oxidation	NN	O
276	pathway.the	NN	O
276	microbial	NN	O
276	degradation	NN	O
276	of	IN	O
276	low-molecular-weight	JJ	O
276	polydimethylsiloxanes	NNS	O
276	was	VBD	O
276	investigated	VBN	O
276	through	IN	O
276	laboratory	NN	O
276	experiments	NNS	O
276	.	.	O
276	'	''	O
277	cyanuric	NN	O
277	acid	NN	O
277	amidohydrolase	NN	B-ENZ
277	cleaves	NNS	O
277	cyanuric	NN	O
277	acid	NN	O
277	(	(	O
277	)	)	O
277	which	WDT	O
277	yields	NNS	O
277	carbon	NN	O
277	dioxide	NN	O
277	and	CC	O
277	biuret	NN	O
277	;	:	O
277	the	DT	O
277	biuret	NN	O
277	is	VBZ	O
277	subject	NN	O
277	to	TO	O
277	further	RB	O
277	metabolism	NN	O
277	which	WDT	O
277	yields	NNS	O
277	co	NN	O
277	(	(	O
277	2	CD	O
277	)	)	O
277	and	CC	O
277	ammonia	NN	O
277	.	.	O
277	'	''	O
278	the	DT	O
278	trzD	NN	B-GENE
278	gene	NN	O
278	encoding	VBG	O
278	cyanuric	NN	O
278	acid	NN	O
278	amidohydrolase	NN	B-ENZ
278	was	VBD	O
278	cloned	VBN	O
278	into	IN	O
278	pmmb277	NN	O
278	from	IN	O
278	pseudomonas	NNS	O
278	sp	NN	O
278	.	.	O
278	'	''	O
279	deae	NN	O
279	and	CC	O
279	hydrophobic	NN	O
279	interaction	NN	O
279	hplc	NN	O
279	were	VBD	O
279	used	VBN	O
279	to	TO	O
279	purify	NN	O
279	cyanuric	NN	O
279	acid	NN	O
279	amidohydrolase	NN	B-ENZ
279	to	TO	O
279	homogeneity	NN	O
279	and	CC	O
279	a	DT	O
279	spectrophotometric	NN	O
279	assay	NN	O
279	for	IN	O
279	the	DT	O
279	purified	VBN	O
279	enzyme	NN	O
279	was	VBD	O
279	developed	NN	O
279	.	.	O
279	'	''	O
280	neither	CC	O
280	the	DT	O
280	nucleotide	RB	O
280	sequence	NN	O
280	of	IN	O
280	trzD	NN	B-GENE
280	nor	CC	O
280	the	DT	O
280	amino	NN	O
280	acid	NN	O
280	sequence	NN	O
280	of	IN	O
280	the	DT	O
280	gene	NN	O
280	product	NN	O
280	exhibited	VBN	O
280	a	DT	O
280	significant	JJ	O
280	level	NN	O
280	of	IN	O
280	similarity	NN	O
280	to	TO	O
280	any	DT	O
280	known	VBN	O
280	gene	NN	O
280	or	CC	O
280	protein.pseudomonas	NNS	O
280	aeruginosa	NN	O
280	w51d	NN	O
280	is	VBZ	O
280	able	JJ	O
280	to	TO	O
280	grow	NN	O
280	by	IN	O
280	using	VBG	O
280	branched-chain	NN	O
280	dodecylbenzene	NN	O
280	sulfonates	NNS	O
280	(	(	O
280	b-dbs	NN	O
280	)	)	O
280	or	CC	O
280	the	DT	O
280	terpenic	NN	O
280	alcohol	NN	O
280	citronellol	NN	O
280	as	IN	O
280	a	DT	O
280	sole	NN	O
280	source	NN	O
280	of	IN	O
280	carbon	NN	O
280	.	.	O
280	'	''	O
281	both	DT	O
281	the	DT	O
281	haloalkane	NN	O
281	dehalogenase	NN	B-ENZ
281	from	IN	O
281	xanthobacter	NN	O
281	autotrophicus	NN	O
281	gj10	NN	O
281	(	(	O
281	dhla	NN	O
281	)	)	O
281	and	CC	O
281	that	IN	O
281	from	IN	O
281	rhodococcus	NN	O
281	sp	NN	O
281	.	.	O
281	'	''	O
282	broad-host-range	NN	O
282	dehalogenase	NN	B-ENZ
282	expression	NN	O
282	plasmids	NNS	O
282	based	VBN	O
282	on	IN	O
282	rsf1010	NN	O
282	derivatives	NNS	O
282	were	VBD	O
282	constructed	VBN	O
282	with	IN	O
282	the	DT	O
282	haloalkane	NN	O
282	dehalogenase	NN	B-ENZ
282	from	IN	O
282	rhodococcus	NN	O
282	sp	NN	O
282	.	.	O
282	'	''	O
283	a	DT	O
283	catabolic	NN	O
283	pathway	NN	O
283	for	IN	O
283	trihalopropanes	NNS	O
283	was	VBD	O
283	designed	VBN	O
283	by	IN	O
283	introducing	VBG	O
283	these	DT	O
283	broad-host-range	NN	O
283	dehalogenase	NN	B-ENZ
283	expression	NN	O
283	plasmids	NNS	O
283	into	IN	O
283	agrobacterium	NN	O
283	radiobacter	NN	O
283	ad1	NN	O
283	which	WDT	O
283	has	VBZ	O
283	the	DT	O
283	ability	NN	O
283	to	TO	O
283	utilize	VB	O
283	dihalogenated	VBN	O
283	propanols	NNS	O
283	for	IN	O
283	growth	NN	O
283	.	.	O
283	'	''	O
284	the	DT	O
284	recombinant	NN	O
284	strain	NN	O
284	ad1	NN	O
284	(	(	O
284	ptb3	NN	O
284	)	)	O
284	expressing	VBG	O
284	the	DT	O
284	haloalkane	NN	O
284	dehalogenase	NN	B-ENZ
284	gene	NN	O
284	under	IN	O
284	the	DT	O
284	control	NN	O
284	of	IN	O
284	the	DT	O
284	dhla	NN	O
284	promoter	NN	O
284	was	VBD	O
284	able	JJ	O
284	to	TO	O
284	utilize	VB	O
284	both	DT	O
284	and	CC	O
284	as	IN	O
284	sole	NN	O
284	carbon	NN	O
284	sources	NNS	O
284	.	.	O
284	'	''	O
285	moreover	RB	O
285	increased	VBN	O
285	expression	NN	O
285	of	IN	O
285	the	DT	O
285	haloalkane	NN	O
285	dehalogenase	NN	B-ENZ
285	resulted	VBD	O
285	in	IN	O
